Name,Critic_Score,Critic_Count,User_Score,User_Count
Need for Speed Underground 2 (2),77.0,35.0,8.7,27.0
LEGO Harry Potter: Years 1-4 (2),72.0,7.0,7.2,6.0
Pro Evolution Soccer 2010,78.0,42.0,6.7,76.0
Tom Clancys Rainbow Six: Siege,73.0,40.0,7.3,490.0
The Sims 3 (2),76.0,42.0,7.2,72.0
FIFA Soccer 09 (2),82.0,8.0,6.9,20.0
Pokemon Ranger: Shadows of Almia,68.0,24.0,8.2,27.0
Sonics Ultimate Genesis Collection,80.0,35.0,8.6,43.0
Dead Island (2),71.0,41.0,6.6,409.0
Kirby: Nightmare in Dream Land,81.0,24.0,8.9,55.0
Wario Land 4,88.0,17.0,8.9,42.0
Madden NFL 25,80.0,32.0,5.6,136.0
Gears of War 4,84.0,98.0,6.3,848.0
Forza Motorsport 5,79.0,76.0,5.9,1096.0
Onimusha 2: Samurais Destiny,84.0,31.0,9.0,52.0
Madden NFL 12 (2),79.0,31.0,5.5,56.0
Paper Mario: The Thousand-Year Door,87.0,55.0,9.4,311.0
LEGO Marvel Super Heroes,80.0,37.0,7.6,129.0
God of War: Ascension,80.0,89.0,7.5,916.0
Guitar Hero III: Legends of Rock (4),83.0,45.0,7.8,52.0
Sonic Advance,87.0,22.0,8.1,48.0
Assassins Creed IV: Black Flag (4),,,7.4,356.0
Super Monkey Ball: Banana Blitz,74.0,53.0,5.7,72.0
Call of Duty 3 (2),69.0,42.0,6.7,61.0
New Super Luigi U,77.0,59.0,7.9,288.0
Dissidia: Final Fantasy,79.0,61.0,8.0,139.0
Spyro: Season of Ice,74.0,16.0,8.0,13.0
Borderlands 2 (2),91.0,25.0,8.2,859.0
Prince of Persia: The Sands of Time,92.0,44.0,8.8,206.0
Monster Hunter Tri (2),84.0,70.0,8.6,220.0
Star Wars: The Force Unleashed (2),71.0,47.0,6.6,235.0
Guitar Hero II (2),92.0,55.0,8.1,220.0
Rock Band 2,92.0,69.0,8.3,156.0
Need for Speed: Hot Pursuit (2),88.0,73.0,7.0,207.0
LEGO Indiana Jones: The Original Adventures (3),80.0,15.0,7.9,16.0
Madden NFL 15,81.0,37.0,6.1,209.0
BioShock 2,88.0,93.0,8.2,575.0
Star Wars: Knights of the Old Republic,94.0,72.0,9.2,317.0
Pro Evolution Soccer 2012,80.0,41.0,6.6,132.0
Saints Row,81.0,74.0,7.5,214.0
FIFA 15 (4),82.0,33.0,5.4,347.0
ATV Offroad Fury 2,82.0,26.0,8.9,28.0
DriveClu,71.0,85.0,6.1,1579.0
Final Fantasy XIII (2),82.0,54.0,6.3,543.0
Skylanders SWAP Force,,,6.6,5.0
Scribblenauts,79.0,72.0,7.6,110.0
The Sims: House Party,74.0,17.0,7.9,30.0
Sonic Unleashed,66.0,30.0,7.3,137.0
Pokemon Ranger,69.0,21.0,7.6,50.0
Hitman: Absolution,83.0,30.0,7.5,512.0
Dying Light,74.0,58.0,7.9,1300.0
Call of Duty: Roads to Victory,64.0,45.0,7.5,30.0
Your Shape featuring Jenny McCarthy,62.0,5.0,5.2,54.0
Dance Dance Revolution Extreme,77.0,26.0,9.0,20.0
Final Fantasy Tactics Advance,87.0,44.0,7.8,213.0
Project Gotham Racing,85.0,35.0,8.2,28.0
NBA 2K12 (2),90.0,38.0,6.7,127.0
NBA 2K14 (2),84.0,26.0,4.9,145.0
Battlefield: Hardline,73.0,46.0,5.0,850.0
Need for Speed: Hot Pursuit 2,89.0,31.0,8.5,93.0
Dynasty Warriors 4,78.0,24.0,9.3,201.0
Mortal Kombat (3),86.0,66.0,8.3,384.0
Parasite Eve,81.0,17.0,8.9,89.0
Tetris DS,84.0,56.0,8.7,44.0
NBA 2K11,89.0,50.0,8.1,100.0
Borderlands (2),83.0,58.0,7.9,429.0
Devil May Cry 3: Dantes Awakening,84.0,60.0,9.0,213.0
Dead Rising,85.0,82.0,7.6,521.0
World of Warcraft: Cataclysm,90.0,53.0,5.5,956.0
Tetris Worlds,44.0,7.0,6.2,11.0
Final Fantasy III (2),77.0,45.0,7.1,137.0
Sim Theme Park,,,8.0,15.0
Madden NFL 15 (2),,,5.5,29.0
Mario Party 5,69.0,33.0,8.2,59.0
Rock Band (2),80.0,21.0,6.3,37.0
Portal 2,95.0,66.0,8.5,1000.0
Mario Sports Mix,64.0,54.0,7.1,34.0
Need for Speed: Most Wanted 5-1-0,72.0,21.0,7.8,54.0
The Sims 2: Pets,49.0,5.0,5.0,25.0
Dance Dance Revolution: Hottest Party,73.0,16.0,7.1,27.0
Mafia III,68.0,66.0,5.1,1194.0
UFC 2009 Undisputed,83.0,68.0,7.9,51.0
Metal Gear Solid: Peace Walker,89.0,66.0,8.9,445.0
Kirbys Epic Yarn,86.0,70.0,8.6,206.0
Wipeout: The Game,,,5.3,18.0
The Incredibles (2),55.0,13.0,,
Kingdom Hearts: Birth by Sleep,82.0,62.0,8.5,210.0
R4: Ridge Racer Type 4,88.0,18.0,9.2,21.0
Tom Clancys Splinter Cell: Conviction,85.0,90.0,7.7,589.0
SoulCalibur II,92.0,41.0,8.8,120.0
Need for Speed: ProStreet (2),72.0,42.0,7.1,78.0
Sonic Mega Collection,75.0,26.0,8.8,41.0
Need For Speed: Undercover,59.0,40.0,5.9,72.0
Call of Duty 2,89.0,65.0,8.1,310.0
Mario Party: Island Tour,57.0,47.0,6.2,118.0
SOCOM: U.S. Navy SEALs: Combined Assault,72.0,38.0,9.0,34.0
Peter Jacksons King Kong: The Official Game of the Movie,82.0,41.0,8.2,69.0
Watch Dogs 2,82.0,94.0,7.9,723.0
Need for Speed: ProStreet (3),73.0,26.0,6.0,43.0
Donkey Kong Country (3),78.0,26.0,8.9,53.0
Dance Central 2,86.0,56.0,8.2,63.0
Battlefield 4 (4),81.0,5.0,6.6,482.0
Carnival Games (2),48.0,11.0,3.3,4.0
Fire Emblem: Awakening,92.0,72.0,9.1,1139.0
NBA Live 2004,86.0,19.0,7.7,41.0
Rayman Raving Rabbids: TV Party,73.0,24.0,7.7,29.0
Pok\xc3\xa9mon Mystery Dungeon: Blue Rescue Team,62.0,34.0,8.1,99.0
Just Dance 2015,,,8.4,5.0
Dark Souls,89.0,54.0,8.7,1410.0
Just Dance 3 (2),70.0,34.0,7.7,17.0
Dragon Age: Inquisition,89.0,43.0,7.4,2005.0
Need for Speed: The Run,64.0,48.0,6.4,183.0
Mortal Kombat vs. DC Universe,76.0,44.0,7.0,108.0
Dead Space,88.0,67.0,8.8,553.0
TouchMaster,71.0,19.0,5.7,9.0
Skate 3 (2),80.0,46.0,7.6,82.0
Tenchu: Stealth Assassins,87.0,14.0,8.8,46.0
Harry Potter and the Chamber of Secrets (2),76.0,11.0,7.9,15.0
Kingdom Hearts 358/2 Days,75.0,53.0,7.8,164.0
Need for Speed Rivals,80.0,53.0,6.2,675.0
Harry Potter and the Chamber of Secrets (3),,,8.5,34.0
Spyro: Enter the Dragonfly,56.0,20.0,4.1,95.0
Devil May Cry 2,68.0,40.0,6.6,167.0
Hot Shots Golf: Open Tee,81.0,57.0,8.7,34.0
Resident Evil 6 (2),67.0,71.0,5.0,1409.0
Forza Horizon,85.0,83.0,8.4,434.0
Tom Clancys Rainbow Six: Vegas,88.0,69.0,8.3,225.0
Crash Nitro Kart,69.0,24.0,7.7,61.0
Grand Theft Auto: San Andreas (2),93.0,58.0,8.7,119.0
Star Wars: Dark Forces,,,7.7,29.0
NBA Street Vol. 2,90.0,31.0,8.8,70.0
Def Jam Vendetta,80.0,33.0,8.9,42.0
Kirby Squeak Squad,71.0,29.0,8.0,43.0
Burnout Paradise,87.0,55.0,7.7,457.0
Mortal Kombat vs. DC Universe (2),72.0,61.0,7.5,87.0
The Sims 3 (3),78.0,39.0,6.4,55.0
Scooby Doo and the Cyber Chase,,,7.4,10.0
Destiny: The Taken King,86.0,81.0,6.0,1083.0
FIFA Soccer 09 (3),87.0,51.0,8.0,106.0
Dragon Ball Z: Budokai 3,77.0,32.0,8.9,140.0
LittleBigPlanet 3,79.0,78.0,7.1,507.0
Call of Duty: World at War (3),83.0,19.0,7.6,78.0
Tom Clancys Ghost Recon,63.0,18.0,8.3,22.0
BioShock Infinite,93.0,33.0,8.5,1652.0
X-Men Legends,79.0,48.0,8.5,69.0
Destiny (3),,,4.7,504.0
Forza Motorsport 6,87.0,85.0,7.9,865.0
Red Faction,88.0,25.0,8.0,70.0
The Sims: Makin Magic,80.0,22.0,8.6,31.0
MX Unleashed,80.0,18.0,9.2,46.0
PaRappa The Rapper,92.0,15.0,7.4,48.0
Guitar Hero: World Tour (3),84.0,43.0,7.5,80.0
Diablo III (2),86.0,43.0,6.4,557.0
Need for Speed: Shift (2),83.0,75.0,6.5,134.0
Star Wars Rogue Leader: Rogue Squadron II,90.0,45.0,8.6,80.0
Just Cause 3,73.0,42.0,6.5,413.0
Mario Super Sluggers,69.0,31.0,7.7,59.0
Monopoly (2),70.0,11.0,7.8,17.0
Madden NFL 09 (2),85.0,38.0,4.4,132.0
Batman: Arkham Origins (2),74.0,46.0,7.5,686.0
Game Party 2,29.0,7.0,4.6,7.0
Mortal Kombat: Deception,81.0,43.0,8.5,90.0
Toy Story Mania!,49.0,15.0,6.6,13.0
Star Fox Adventures,82.0,39.0,7.7,148.0
Madden NFL 25 (2),76.0,19.0,4.1,91.0
Dynasty Warriors 3,78.0,17.0,9.1,90.0
LEGO Marvel Super Heroes (2),82.0,22.0,7.8,77.0
Madden NFL 06 (2),86.0,39.0,6.7,41.0
Shrek 2,71.0,32.0,8.5,27.0
The Legend of Dragoon,74.0,12.0,8.4,253.0
Star Wars: The Force Unleashed (3),71.0,18.0,7.9,75.0
NBA Live 2002,70.0,16.0,7.4,8.0
Chrono Cross,94.0,16.0,8.1,298.0
Jak 3,84.0,55.0,8.6,249.0
Kingdom Hearts: Chain of Memories,76.0,37.0,7.9,86.0
Max Payne 3,87.0,31.0,7.8,792.0
Phineas and Fer,80.0,4.0,4.5,8.0
NCAA Football 06,87.0,25.0,8.5,36.0
Kirby: Triple Deluxe,80.0,68.0,8.9,207.0
Sonic Classic Collection,70.0,24.0,7.5,28.0
Rayman Raving Rabbids 2,67.0,25.0,8.3,66.0
inFAMOUS 2,83.0,90.0,8.4,935.0
World of Warcraft: Mists of Pandaria,82.0,42.0,4.8,1270.0
Namco Museum (2),72.0,9.0,6.0,5.0
The Sims: Hot Date,85.0,17.0,7.8,71.0
Demons Souls,89.0,81.0,8.9,1451.0
The Orange Box,96.0,54.0,8.9,800.0
DDRMAX2: Dance Dance Revolution,82.0,27.0,8.2,11.0
Virtua Fighter 4,94.0,36.0,8.0,84.0
Sly 2: Band of Thieves,88.0,64.0,9.0,179.0
Guitar Hero: World Tour (4),,,8.0,13.0
The Evil Within,75.0,65.0,7.3,1228.0
NBA 2K11 (2),89.0,46.0,7.6,107.0
Sonic Advance 2,83.0,23.0,8.3,46.0
Madden NFL 07 (2),80.0,54.0,6.0,148.0
Metroid Prime 3: Corruption,90.0,62.0,8.9,492.0
Midnight Club II,85.0,41.0,8.5,48.0
The Getaway: Black Monday,57.0,53.0,7.6,48.0
Madden NFL 17 (2),83.0,30.0,5.7,43.0
50 Cent: Bulletproof,47.0,21.0,6.6,129.0
Dead or Alive 3,87.0,35.0,8.6,44.0
LEGO Star Wars III: The Clone Wars,76.0,7.0,7.7,10.0
Wii Party U,65.0,38.0,6.8,135.0
Dragon Quest Monsters: Joker,75.0,30.0,7.4,27.0
UFC 2009 Undisputed (2),84.0,58.0,8.1,47.0
The SpongeBob SquarePants Movie,75.0,5.0,8.9,56.0
Golden Sun,91.0,29.0,9.3,198.0
Def Jam: Fight for NY,83.0,46.0,8.9,75.0
Tom Clancys Ghost Recon (2),84.0,29.0,6.0,28.0
State of Emergency,71.0,34.0,5.7,33.0
The Urbz: Sims in the City,70.0,25.0,8.2,24.0
Star Wars: Starfighter,84.0,25.0,8.0,21.0
Star Wars: Battlefront (2),80.0,55.0,9.1,57.0
Just Cause 2,83.0,66.0,8.0,293.0
The Crew,61.0,60.0,5.4,576.0
Watch Dogs (2),,,5.1,384.0
FIFA Soccer 08 (2),81.0,28.0,7.1,47.0
Crackdown,83.0,75.0,8.0,340.0
Dance Dance Revolution X,55.0,6.0,6.2,6.0
No Mans Sky,71.0,94.0,4.5,5146.0
The Order: 1886,63.0,94.0,6.6,3191.0
Dark Souls III,89.0,69.0,8.7,1979.0
Xenosaga Episode I: Der Wille zur Macht,83.0,35.0,8.7,99.0
Kinect Star Wars,55.0,61.0,3.4,144.0
Dragons Dogma,78.0,38.0,8.3,445.0
Dragon Quest VI: Realms of Revelation,78.0,41.0,8.2,32.0
Knack,54.0,83.0,6.5,1079.0
SSX Tricky,92.0,33.0,8.9,71.0
NBA 2K15 (2),82.0,9.0,6.3,101.0
Crash Bandicoot: The Huge Adventure,78.0,18.0,7.9,29.0
Hitman: Absolution (2),79.0,51.0,7.1,456.0
Madden NFL 2005 (2),91.0,39.0,7.6,26.0
Star Ocean: Till The End of Time,80.0,55.0,7.7,135.0
Call of Duty: Modern Warfare 3 (3),78.0,26.0,2.5,5670.0
Dishonored,88.0,56.0,7.9,820.0
The Beatles: Rock Band,89.0,25.0,8.9,43.0
Ace Combat 5: The Unsung War,84.0,57.0,9.1,81.0
Need for Speed Underground (2),83.0,25.0,8.7,35.0
Tetris Worlds (2),65.0,10.0,,
Deal or No Deal,20.0,13.0,1.9,41.0
Until Dawn,79.0,103.0,8.2,2197.0
FIFA Soccer 10 (3),,,8.4,9.0
Portal 2 (2),95.0,54.0,8.4,943.0
BioShock Infinite (2),94.0,27.0,8.5,1868.0
NCAA Football 07,87.0,18.0,8.6,23.0
The Sims 3: Late Night Expansion Pack,74.0,17.0,5.3,78.0
Ben 10: Protector of Earth,,,6.4,7.0
Cabelas Big Game Hunter 2010,,,7.8,4.0
SOCOM 3: U.S. Navy SEALs,82.0,59.0,8.8,66.0
Sonic Colors,78.0,58.0,8.5,303.0
Game Party 3,37.0,4.0,,
Harry Potter and the Sorcerers Stone (3),64.0,8.0,7.1,8.0
Dragon Ball Z: The Legacy of Goku,53.0,15.0,6.9,28.0
Need For Speed: Undercover (2),64.0,62.0,5.9,104.0
Personal Trainer: Math,63.0,11.0,,
Resident Evil 4 (3),96.0,82.0,9.4,774.0
Sid Meiers Civilization V,90.0,70.0,7.9,2298.0
Saints Row 2 (2),82.0,50.0,7.9,135.0
StarCraft II: Heart of the Swarm,86.0,68.0,7.9,1350.0
The Sims: Superstar,79.0,20.0,8.2,25.0
Metroid Fusion,92.0,44.0,9.1,200.0
We Ski,67.0,32.0,8.5,12.0
Star Wars Battlefront: Renegade Squadron,73.0,35.0,7.9,46.0
SSX 3,93.0,41.0,9.1,125.0
Madden NFL 2001,90.0,14.0,6.8,4.0
Star Wars: Battlefront II (2),83.0,40.0,8.9,107.0
Tony Hawks Pro Skater 3 (2),87.0,10.0,8.3,37.0
Dragon Age: Origins (2),87.0,41.0,7.9,603.0
Spy Hunter,84.0,28.0,7.8,13.0
Mario Party 10,66.0,66.0,6.5,280.0
Fight Night Round 3,83.0,37.0,7.9,24.0
NCAA Football 2004,94.0,15.0,8.8,81.0
LEGO Batman 2: DC Super Heroes,79.0,59.0,7.2,115.0
SpongeBob SquarePants: Battle for Bikini Bottom,71.0,9.0,9.0,89.0
Big Beach Sports,44.0,17.0,8.0,41.0
SSX,93.0,35.0,8.3,33.0
Shaun White Snowboarding: Road Trip,78.0,28.0,8.7,22.0
NBA Ballers,83.0,44.0,9.2,19.0
Saints Row IV,81.0,42.0,6.5,326.0
NBA Live 2003,83.0,22.0,8.3,28.0
Far Cry 4 (2),82.0,15.0,7.5,387.0
Dragon Ball Z: Budokai Tenkaichi,72.0,29.0,8.4,71.0
Kirbys Return to Dreamland,77.0,49.0,8.5,158.0
Mario Party 6,71.0,33.0,7.9,53.0
Star Wars The Clone Wars: Lightsaber Duels,56.0,24.0,7.1,20.0
Need for Speed Carbon,77.0,52.0,6.3,82.0
Heavenly Sword,79.0,64.0,8.3,545.0
MySims (2),68.0,38.0,7.2,56.0
NBA 2K15 (3),,,3.0,40.0
Army of Two,72.0,76.0,7.6,233.0
Tiger Woods PGA Tour 2003,88.0,18.0,8.9,18.0
Prince of Persia: Warrior Within,83.0,51.0,8.5,121.0
ESPN NFL 2K5 (2),92.0,42.0,9.1,93.0
Beyond: Two Souls,70.0,98.0,8.1,2659.0
Pikmin,89.0,39.0,8.7,123.0
Tiger Woods PGA Tour 2004,89.0,23.0,8.8,40.0
Destiny (4),,,4.5,445.0
Call of Duty: Black Ops (3),81.0,29.0,5.2,1657.0
Ape Escape,90.0,19.0,8.8,53.0
Max Payne 3 (2),86.0,80.0,7.8,874.0
NCAA Football 2005,88.0,29.0,8.8,35.0
Viva Pinata,84.0,65.0,8.0,131.0
LEGO Marvel Super Heroes (3),83.0,22.0,7.7,262.0
Kinectimals,74.0,50.0,3.2,70.0
Kirby Air Ride,61.0,28.0,7.8,70.0
Rock Band (3),92.0,35.0,8.4,107.0
Dragon Quest IV: Chapters of the Chosen,80.0,44.0,7.9,50.0
NFL Street 2,77.0,33.0,8.7,20.0
Forza Horizon 3,91.0,91.0,7.4,619.0
Super Mario Strikers,76.0,39.0,8.7,56.0
Rage,81.0,77.0,6.7,559.0
Mario Hoops 3 on 3,69.0,40.0,8.0,37.0
SpongeBos Atlantis SquarePantis,64.0,5.0,,
Disney Infinity,,,4.2,24.0
Just Cause 2 (2),81.0,74.0,8.0,269.0
Silent Hill,86.0,17.0,9.2,332.0
Sonic Heroes (2),72.0,49.0,7.8,126.0
FIFA 16 (4),,,2.9,47.0
ESPN NBA 2K5,83.0,24.0,7.5,36.0
Diablo,94.0,12.0,8.7,859.0
Far Cry 2,85.0,75.0,6.7,288.0
The Legend of Zelda: Twilight Princess (2),96.0,16.0,9.2,572.0
Pokemon Battle Revolution,53.0,34.0,6.7,106.0
Pro Evolution Soccer 2008 (2),74.0,19.0,6.1,47.0
Kingdom Hearts 3D: Dream Drop Distance,75.0,54.0,8.2,269.0
Dance Dance Revolution: Hottest Party 2,69.0,8.0,6.8,6.0
SoulCalibur IV,85.0,62.0,7.9,158.0
Sonic Generations,76.0,38.0,8.2,255.0
Spyro 2: Season of Flame,76.0,18.0,7.6,13.0
Donkey Kong Country: Tropical Freeze,83.0,77.0,8.9,715.0
Devil May Cry 4,84.0,63.0,8.2,311.0
Watch Dogs (3),78.0,15.0,5.8,716.0
Dead Rising 3,78.0,69.0,6.8,910.0
Madden NFL 15 (3),80.0,19.0,6.4,138.0
Pro Evolution Soccer 2010 (2),,,8.1,15.0
NCAA Football 2002,90.0,18.0,8.7,24.0
Guitar Hero: On Tour Decades,72.0,40.0,8.0,5.0
Gears of War: Judgment,79.0,81.0,5.5,784.0
Conflict: Desert Storm,55.0,10.0,8.6,45.0
Mario Party 7,64.0,25.0,7.9,55.0
Dragon Quest V: Hand of the Heavenly Bride,84.0,46.0,8.5,57.0
LEGO Harry Potter: Years 1-4 (3),79.0,58.0,8.0,62.0
Smugglers Run,79.0,21.0,6.8,18.0
Need for Speed: Most Wanted (3),83.0,54.0,8.4,135.0
Fight Night Round 3 (2),84.0,32.0,8.1,41.0
Carnival Games: Mini Golf,38.0,10.0,5.7,7.0
Pokemon Mystery Dungeon: Explorers of Sky,54.0,26.0,9.0,134.0
LEGO Pirates of the Caribbean: The Video Game,73.0,14.0,7.0,13.0
MySims Kingdom,58.0,9.0,,
Stuntman,71.0,37.0,5.7,36.0
Wolfenstein: The New Order,79.0,73.0,8.1,1124.0
Tom Clancys Rainbow Six 3,86.0,39.0,8.5,31.0
Spider-Man 2: Enter: Electro,74.0,15.0,8.7,35.0
Mafia II,74.0,79.0,7.8,461.0
Guitar Hero 5,89.0,25.0,6.9,49.0
BioShock 2 (2),88.0,62.0,8.2,493.0
Dark Cloud,80.0,27.0,8.3,100.0
Warcraft III: The Frozen Throne,88.0,23.0,9.0,719.0
Active Life: Outdoor Challenge,69.0,6.0,8.1,14.0
Tom Clancys Ghost Recon Advanced Warfighter,90.0,78.0,8.0,215.0
Call of Duty Black Ops: Declassified,33.0,58.0,4.8,479.0
Batman: Arkham Knight (2),85.0,16.0,6.6,696.0
MVP Baseball 2005,87.0,25.0,8.6,47.0
Uncharted: Golden Abyss,80.0,80.0,7.4,771.0
Go Vacation,64.0,28.0,7.8,13.0
Call of Duty: Black Ops II (3),74.0,11.0,4.2,1639.0
Pro Evolution Soccer 2013,82.0,37.0,6.7,146.0
Dishonored (2),89.0,35.0,7.9,787.0
Mario Golf: Toadstool Tour,81.0,49.0,8.0,56.0
Resident Evil: The Umbrella Chronicles,75.0,47.0,7.6,122.0
The Simpsons Skateboarding,38.0,21.0,5.0,26.0
Fight Night Round 4,88.0,46.0,7.6,96.0
Super Monkey Ball 2,87.0,34.0,8.5,51.0
Pac-Man World 2,73.0,19.0,7.8,26.0
Disney Fairies: Tinker Bell,,,7.8,5.0
MySims Kingdom (2),76.0,19.0,8.1,24.0
Dead Space 2,90.0,83.0,8.6,681.0
The Simpsons Game,68.0,10.0,8.2,27.0
The Simpsons Game (2),69.0,17.0,7.3,19.0
Football Manager 2012,84.0,45.0,8.0,174.0
Ni no Kuni: Wrath of the White Witch,85.0,89.0,8.6,993.0
Call of Duty 3 (3),80.0,43.0,6.8,93.0
SoulCalibur II (2),93.0,45.0,9.0,137.0
Tokyo Xtreme Racer Zero,76.0,15.0,8.9,64.0
Red Faction II,84.0,30.0,8.3,36.0
Madden NFL 2001 (2),91.0,25.0,7.7,7.0
Star Wars: The Force Unleashed II,63.0,41.0,6.8,122.0
Rock Band 2 (2),91.0,24.0,7.9,88.0
Final Fantasy: Crystal Chronicles,80.0,55.0,8.1,94.0
Medal of Honor: Frontline (2),81.0,18.0,6.9,23.0
Madden NFL 09 (3),67.0,4.0,7.0,24.0
Dead Rising 2,79.0,76.0,6.9,217.0
Mafia II (2),75.0,61.0,7.7,299.0
Sonic Rivals 2,60.0,24.0,7.8,35.0
Madden NFL 15 (4),,,2.7,13.0
Dirge of Cerberus: Final Fantasy VII,57.0,51.0,6.9,105.0
Bratz: Forever Diamondz,,,6.5,4.0
Resistance 3,83.0,91.0,7.8,544.0
Drawn To Life: SpongeBob SquarePants Edition,68.0,12.0,5.5,4.0
007: Quantum of Solace,65.0,69.0,7.1,71.0
Major League Baseball 2K5,82.0,19.0,7.4,20.0
LEGO Star Wars III: The Clone Wars (2),75.0,43.0,7.8,42.0
Fight Night 2004,85.0,43.0,9.0,25.0
Tom Clancys Splinter Cell: Pandora Tomorrow,93.0,74.0,8.6,68.0
Tom Clancys Ghost Recon: Future Soldier,79.0,75.0,7.2,335.0
Fight Night Round 3 (3),86.0,67.0,8.8,264.0
Disney Infinity (2),74.0,38.0,6.5,79.0
Xenogears,84.0,15.0,8.4,207.0
Super Scribblenauts,81.0,53.0,8.2,46.0
Midway Arcade Treasures,76.0,22.0,,
Super Monkey Ball,87.0,28.0,7.9,46.0
SoulCalibur IV (2),85.0,65.0,7.9,129.0
Mario Superstar Baseball,76.0,38.0,8.6,41.0
Wall-E,54.0,15.0,,
Battlefield: Bad Company,83.0,70.0,7.7,263.0
Homefront,70.0,85.0,6.0,399.0
Onimusha 3: Demon Siege,85.0,53.0,8.6,73.0
LEGO Battles: Ninjago,59.0,14.0,6.9,11.0
Red Dead Revolver,73.0,42.0,7.8,71.0
NBA 2K14 (3),85.0,20.0,6.5,369.0
Resident Evil: Outbreak,71.0,40.0,8.3,94.0
Mass Effect 2 (2),94.0,62.0,8.5,1087.0
Rise of the Tomb Raider,86.0,102.0,8.0,1297.0
SingStar Pop,73.0,13.0,7.5,8.0
My Word Coach,71.0,7.0,6.8,5.0
Tiger Woods PGA Tour 2005,88.0,30.0,8.2,20.0
NCAA Football 2003,91.0,19.0,8.6,27.0
Star Wars: The Force Unleashed II (2),61.0,59.0,5.8,181.0
Frogger 2: Swampys Revenge,77.0,4.0,7.9,8.0
Yoshis New Island,64.0,71.0,6.2,157.0
WWE SmackDown vs Raw 2008 (2),71.0,41.0,6.8,48.0
Kinect Joy Ride,52.0,46.0,5.0,20.0
Smarty Pants,65.0,26.0,7.6,10.0
Mortal Kombat X (2),86.0,21.0,7.3,282.0
Classic NES Series: Super Mario Bros.,84.0,14.0,8.6,44.0
Mass Effect 3 (2),93.0,30.0,5.6,1855.0
Anno 2070,83.0,33.0,7.0,496.0
Hasbro Family Game Night,63.0,12.0,7.5,11.0
Sonic Rivals,64.0,25.0,7.8,38.0
Metal Gear Rising: Revengeance,80.0,61.0,7.9,752.0
Tom Clancys Rainbow Six: Siege (2),74.0,24.0,6.9,255.0
BioShock (2),94.0,51.0,8.7,888.0
Sonics Ultimate Genesis Collection (2),79.0,45.0,8.5,40.0
Cabelas Big Game Hunter,59.0,7.0,7.8,12.0
SimCity (2013),64.0,75.0,2.2,4578.0
The Legend of Zelda: The Minish Cap,89.0,56.0,9.0,207.0
NFL Street,80.0,36.0,8.9,45.0
Dead Space 2 (2),89.0,78.0,8.4,539.0
Medal of Honor: Warfighter,55.0,22.0,5.9,250.0
The Sims 3 (4),,,2.5,31.0
Tiger Woods PGA Tour 09 All-Play,81.0,18.0,8.7,34.0
Rayman Raving Rabbids,76.0,54.0,7.9,116.0
Dragon Quest Monsters: Joker 2,77.0,33.0,7.3,15.0
UFC Undisputed 2010,85.0,54.0,7.2,48.0
Diablo III (4),87.0,42.0,6.6,384.0
Forza Horizon 2,86.0,85.0,8.2,980.0
Twisted Metal: Black,91.0,15.0,8.5,99.0
NASCAR 2005: Chase for the Cup,87.0,19.0,8.5,16.0
Fight Night Round 4 (2),87.0,76.0,8.1,86.0
LEGO Star Wars II: The Original Trilogy (2),83.0,11.0,8.6,26.0
Spider-Man: The Movie (2),79.0,29.0,7.5,11.0
Dead Space (2),89.0,79.0,8.7,771.0
Need For Speed: Undercover (3),,,6.5,38.0
LEGO Indiana Jones 2: The Adventure Continues,72.0,13.0,6.1,14.0
Ridge Racer,88.0,58.0,8.2,65.0
Sonic Advance 3,79.0,30.0,8.4,34.0
Colin McRae Rally 3,86.0,25.0,7.4,25.0
Madden NFL 2002 (2),88.0,9.0,8.0,7.0
LEGO Batman 2: DC Super Heroes (2),,,7.3,13.0
Dynasty Warriors 5,69.0,29.0,8.8,69.0
Ryse: Son of Rome,60.0,77.0,6.1,1417.0
Injustice: Gods Among Us,81.0,63.0,7.9,365.0
Far Cry 2 (2),85.0,49.0,6.4,241.0
True Crime: Streets of LA (2),77.0,39.0,7.8,28.0
Sonic Generations (2),77.0,49.0,8.3,341.0
Deus Ex: Human Revolution,89.0,70.0,8.3,688.0
Bakugan: Battle Brawlers,60.0,6.0,6.7,7.0
Dave Mirra Freestyle BMX 2,81.0,21.0,8.1,18.0
LEGO Indiana Jones: The Original Adventures (4),77.0,12.0,8.4,16.0
Final Fantasy XII: Revenant Wings,81.0,44.0,6.1,60.0
Call of Duty: Black Ops (4),80.0,25.0,5.8,87.0
Deus Ex: Human Revolution (2),89.0,50.0,8.2,686.0
Star Wars Knights of the Old Republic II: The Sith Lords,86.0,67.0,8.6,140.0
The Sims 2,65.0,17.0,6.9,32.0
Titanfall (2),83.0,21.0,5.9,374.0
Dead Rising 2 (2),80.0,54.0,6.7,178.0
The Witcher 3: Wild Hunt (2),91.0,13.0,9.1,3974.0
Ridge Racer 7,78.0,45.0,7.1,52.0
Tom Clancys Ghost Recon 2,80.0,53.0,8.9,58.0
Need for Speed: The Run (2),68.0,65.0,6.0,160.0
Crash Bandicoot 2: N-Tranced,75.0,21.0,7.9,32.0
Battlefield 4 (5),81.0,52.0,6.0,3535.0
SingStar Abba,64.0,11.0,,
Dead to Rights,73.0,20.0,8.9,36.0
